class,detections,files,jpg_files,jpg_size,aspect_ratio,max_areas,bbox_area,bbox_centroid,bbox_x1,bbox_y1,bbox_x2,bbox_y2,times,hours
bird,1,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\train\labels\detect_1755791176148_area_1157_5.txt,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\train\images\detect_1755791176148_area_1157_5.jpg,"[1920, 1080]",1.7777777777777777,1157.0,[2027.9999999999995],"[(258.0, 677.0001599999999)]",[245.0],[638.0001599999999],[271.0],[716.0001599999999],2025-08-21 11:46:16.148000-04:00,11
bird,1,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\train\labels\detect_1755791176251_area_361_6.txt,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\train\images\detect_1755791176251_area_361_6.jpg,"[1920, 1080]",1.7777777777777777,361.0,[725.0],"[(373.49952, 651.50028)]",[360.99952],[637.00028],[385.99952],[666.00028],2025-08-21 11:46:16.251000-04:00,11
bird,1,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\train\labels\detect_1755791176373_area_839_7.txt,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\train\images\detect_1755791176373_area_839_7.jpg,"[1920, 1080]",1.7777777777777777,839.0,[1806.0],"[(416.00064, 649.5001199999999)]",[395.00064],[628.0001199999999],[437.00064],[671.0001199999999],2025-08-21 11:46:16.373000-04:00,11
bird,1,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\train\labels\detect_1755791176479_area_713_8.txt,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\train\images\detect_1755791176479_area_713_8.jpg,"[1920, 1080]",1.7777777777777777,713.0,[1302.0],"[(625.00032, 533.49948)]",[604.00032],[517.99948],[646.00032],[548.99948],2025-08-21 11:46:16.479000-04:00,11
bird,1,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\train\labels\detect_1755791176605_area_1772_9.txt,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\train\images\detect_1755791176605_area_1772_9.jpg,"[1920, 1080]",1.7777777777777777,1772.0,[3192.0],"[(806.00064, 405.50004)]",[778.00064],[377.00004],[834.00064],[434.00004],2025-08-21 11:46:16.605000-04:00,11
bird,1,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\train\labels\detect_1755800109009_area_587_26.txt,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\train\images\detect_1755800109009_area_587_26.jpg,"[1920, 1080]",1.7777777777777777,587.0,[1073.0],"[(157.49952000000002, 153.5004)]",[138.99952000000002],[139.0004],[175.99952000000002],[168.0004],2025-08-21 14:15:09.009000-04:00,14
bird,1,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\train\labels\detect_1755800109131_area_618_27.txt,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\train\images\detect_1755800109131_area_618_27.jpg,"[1920, 1080]",1.7777777777777777,618.0,[1428.0],"[(193.00032, 303.50052)]",[159.00032],[293.00052],[227.00032],[314.00052],2025-08-21 14:15:09.131000-04:00,14
bird,1,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\train\labels\detect_1755800109234_area_489_28.txt,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\train\images\detect_1755800109234_area_489_28.jpg,"[1920, 1080]",1.7777777777777777,489.0,[928.0],"[(198.0, 334.9998)]",[169.0],[326.9998],[227.0],[342.9998],2025-08-21 14:15:09.234000-04:00,14
bird,1,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\train\labels\detect_1755803504334_area_338_29.txt,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\train\images\detect_1755803504334_area_338_29.jpg,"[1920, 1080]",1.7777777777777777,338.0,[930.0000000000001],"[(349.49952, 69.00012)]",[333.99952],[54.000119999999995],[364.99952],[84.00012],2025-08-21 15:11:44.334000-04:00,15
bird,1,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\train\labels\detect_1755803504451_area_305_30.txt,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\train\images\detect_1755803504451_area_305_30.jpg,"[1920, 1080]",1.7777777777777777,305.0,[567.0],"[(279.50016, 26.49996)]",[269.00016],[12.999960000000002],[290.00016],[39.99996],2025-08-21 15:11:44.451000-04:00,15
bird,1,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\train\labels\detect_1755803674504_area_498_31.txt,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\train\images\detect_1755803674504_area_498_31.jpg,"[1920, 1080]",1.7777777777777777,498.0,[900.0],"[(150.0, 253.49975999999998)]",[132.0],[240.99975999999998],[168.0],[265.99976],2025-08-21 15:14:34.504000-04:00,15
bird,1,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\train\labels\detect_1755803674625_area_1468_32.txt,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\train\images\detect_1755803674625_area_1468_32.jpg,"[1920, 1080]",1.7777777777777777,1468.0,[4356.0],"[(218.00064, 368.00028000000003)]",[185.00064],[335.00028000000003],[251.00064],[401.00028000000003],2025-08-21 15:14:34.625000-04:00,15
bird,1,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\train\labels\detect_1755803674738_area_1516_33.txt,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\train\images\detect_1755803674738_area_1516_33.jpg,"[1920, 1080]",1.7777777777777777,1516.0,[3840.0],"[(237.00096000000002, 405.0)]",[207.00096000000002],[373.0],[267.00096],[437.0],2025-08-21 15:14:34.738000-04:00,15
bird,1,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\train\labels\detect_1755803674854_area_456_34.txt,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\train\images\detect_1755803674854_area_456_34.jpg,"[1920, 1080]",1.7777777777777777,456.0,[644.0],"[(356.49984, 502.00019999999995)]",[344.99984],[488.00019999999995],[367.99984],[516.0002],2025-08-21 15:14:34.854000-04:00,15
bird,1,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\train\labels\detect_1755803674958_area_802_35.txt,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\train\images\detect_1755803674958_area_802_35.jpg,"[1920, 1080]",1.7777777777777777,802.0,[1659.0],"[(494.49984, 607.5)]",[454.99984],[597.0],[533.99984],[618.0],2025-08-21 15:14:34.958000-04:00,15
bird,1,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\train\labels\detect_1755803675080_area_1281_36.txt,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\train\images\detect_1755803675080_area_1281_36.jpg,"[1920, 1080]",1.7777777777777777,1281.0,[3440.0],"[(646.9996799999999, 694.5004799999999)]",[606.9996799999999],[673.0004799999999],[686.9996799999999],[716.0004799999999],2025-08-21 15:14:35.080000-04:00,15
bird,1,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\train\labels\detect_1755803675330_area_909_37.txt,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\train\images\detect_1755803675330_area_909_37.jpg,"[1920, 1080]",1.7777777777777777,909.0,[1891.0],"[(819.50016, 736.49952)]",[789.00016],[720.99952],[850.00016],[751.99952],2025-08-21 15:14:35.330000-04:00,15
bird,1,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\train\labels\detect_1755804250995_area_339_38.txt,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\train\images\detect_1755804250995_area_339_38.jpg,"[1920, 1080]",1.7777777777777777,339.0,[736.0],"[(386.99904, 24.4998)]",[370.99904],[12.9998],[402.99904],[35.9998],2025-08-21 15:24:10.995000-04:00,15
bird,1,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\train\labels\detect_1755804251115_area_547_39.txt,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\train\images\detect_1755804251115_area_547_39.jpg,"[1920, 1080]",1.7777777777777777,547.0,[1116.0],"[(562.99968, 132.4998)]",[544.99968],[116.9998],[580.99968],[147.9998],2025-08-21 15:24:11.115000-04:00,15
bird,1,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\train\labels\detect_1755804251252_area_408_40.txt,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\train\images\detect_1755804251252_area_408_40.jpg,"[1920, 1080]",1.7777777777777777,408.0,[728.0],"[(590.9990399999999, 168.99948)]",[577.9990399999999],[154.99948],[603.9990399999999],[182.99948],2025-08-21 15:24:11.252000-04:00,15
bird,1,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\train\labels\detect_1755804820102_area_340_41.txt,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\train\images\detect_1755804820102_area_340_41.jpg,"[1920, 1080]",1.7777777777777777,340.0,[884.0],"[(512.00064, 20.00052)]",[499.00064],[3.0005200000000016],[525.00064],[37.00052],2025-08-21 15:33:40.102000-04:00,15
bird,1,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\test\labels\detect_1755812442425_area_378_166.txt,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\test\images\detect_1755812442425_area_378_166.jpg,"[1920, 1080]",1.7777777777777777,378.0,[884.0],"[(477.00095999999996, 628.4995200000001)]",[451.00095999999996],[619.9995200000001],[503.00095999999996],[636.9995200000001],2025-08-21 17:40:42.425000-04:00,17
bird,1,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\test\labels\detect_1755812442523_area_408_167.txt,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\test\images\detect_1755812442523_area_408_167.jpg,"[1920, 1080]",1.7777777777777777,408.0,[825.0],"[(500.49984, 621.5000399999999)]",[472.99984],[614.0000399999999],[527.99984],[629.0000399999999],2025-08-21 17:40:42.523000-04:00,17
bird,1,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\test\labels\detect_1755812442831_area_1096_168.txt,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\test\images\detect_1755812442831_area_1096_168.jpg,"[1920, 1080]",1.7777777777777777,1096.0,[2442.0],"[(741.00096, 482.49972)]",[708.00096],[463.99972],[774.00096],[500.99972],2025-08-21 17:40:42.831000-04:00,17
bird,1,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\test\labels\detect_1755812442950_area_1174_169.txt,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\test\images\detect_1755812442950_area_1174_169.jpg,"[1920, 1080]",1.7777777777777777,1174.0,[2288.0],"[(933.99936, 373.99968)]",[907.99936],[351.99968],[959.99936],[395.99968],2025-08-21 17:40:42.950000-04:00,17
bird,1,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\test\labels\detect_1755813035815_area_531_172.txt,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\test\images\detect_1755813035815_area_531_172.jpg,"[1920, 1080]",1.7777777777777777,531.0,[1200.0],"[(145.00032000000002, 332.99964)]",[130.00032000000002],[312.99964],[160.00032000000002],[352.99964],2025-08-21 17:50:35.815000-04:00,17
bird,1,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\test\labels\detect_1755813035923_area_454_173.txt,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\test\images\detect_1755813035923_area_454_173.jpg,"[1920, 1080]",1.7777777777777777,454.0,[1286.9999999999998],"[(252.49919999999997, 380.5002)]",[235.99919999999997],[361.0002],[268.9992],[400.0002],2025-08-21 17:50:35.923000-04:00,17
bird,1,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\test\labels\detect_1755813036143_area_302_174.txt,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\test\images\detect_1755813036143_area_302_174.jpg,"[1920, 1080]",1.7777777777777777,302.0,[483.0],"[(385.49951999999996, 427.49964)]",[373.99951999999996],[416.99964],[396.99951999999996],[437.99964],2025-08-21 17:50:36.143000-04:00,17
bird,1,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\test\labels\detect_1755813036592_area_398_175.txt,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\test\images\detect_1755813036592_area_398_175.jpg,"[1920, 1080]",1.7777777777777777,398.0,[950.0],"[(889.00032, 718.5002400000001)]",[870.00032],[706.0002400000001],[908.00032],[731.0002400000001],2025-08-21 17:50:36.592000-04:00,17
bird,1,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\test\labels\detect_1755818744886_area_516_254.txt,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\test\images\detect_1755818744886_area_516_254.jpg,"[1920, 1080]",1.7777777777777777,516.0,[966.0],"[(197.5008, 398.00052)]",[186.0008],[377.00052],[209.0008],[419.00052],2025-08-21 19:25:44.886000-04:00,19
bird,1,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\test\labels\detect_1755818745144_area_1142_255.txt,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\test\images\detect_1755818745144_area_1142_255.jpg,"[1920, 1080]",1.7777777777777777,1142.0,[3456.0],"[(296.00064, 291.9996)]",[264.00064],[264.9996],[328.00064],[318.9996],2025-08-21 19:25:45.144000-04:00,19
bird,1,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\test\labels\detect_1755818745504_area_2477_256.txt,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\test\images\detect_1755818745504_area_2477_256.jpg,"[1920, 1080]",1.7777777777777777,2477.0,[8905.0],"[(705.50016, 63.49968)]",[637.00016],[30.999679999999998],[774.00016],[95.99968],2025-08-21 19:25:45.504000-04:00,19
negative,0,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\train\labels\negative_1755873987000_area_0_2.txt,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\train\images\negative_1755873987000_area_0_2.jpg,"[1920, 1080]",1.7777777777777777,0.0,[],[],[],[],[],[],2025-08-22 10:46:27-04:00,10
negative,0,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\train\labels\negative_1755876212000_area_0_8.txt,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\train\images\negative_1755876212000_area_0_8.jpg,"[1920, 1080]",1.7777777777777777,0.0,[],[],[],[],[],[],2025-08-22 11:23:32-04:00,11
negative,0,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\train\labels\negative_1755876512000_area_0_9.txt,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\train\images\negative_1755876512000_area_0_9.jpg,"[1920, 1080]",1.7777777777777777,0.0,[],[],[],[],[],[],2025-08-22 11:28:32-04:00,11
negative,0,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\train\labels\negative_1755877112000_area_0_11.txt,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\train\images\negative_1755877112000_area_0_11.jpg,"[1920, 1080]",1.7777777777777777,0.0,[],[],[],[],[],[],2025-08-22 11:38:32-04:00,11
negative,0,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\train\labels\negative_1755877412000_area_0_12.txt,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\train\images\negative_1755877412000_area_0_12.jpg,"[1920, 1080]",1.7777777777777777,0.0,[],[],[],[],[],[],2025-08-22 11:43:32-04:00,11
negative,0,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\train\labels\negative_1755877712000_area_0_13.txt,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\train\images\negative_1755877712000_area_0_13.jpg,"[1920, 1080]",1.7777777777777777,0.0,[],[],[],[],[],[],2025-08-22 11:48:32-04:00,11
negative,0,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\train\labels\negative_1755878012000_area_0_14.txt,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\train\images\negative_1755878012000_area_0_14.jpg,"[1920, 1080]",1.7777777777777777,0.0,[],[],[],[],[],[],2025-08-22 11:53:32-04:00,11
negative,0,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\train\labels\negative_1755878912000_area_0_17.txt,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\train\images\negative_1755878912000_area_0_17.jpg,"[1920, 1080]",1.7777777777777777,0.0,[],[],[],[],[],[],2025-08-22 12:08:32-04:00,12
negative,0,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\train\labels\negative_1755879512000_area_0_19.txt,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\train\images\negative_1755879512000_area_0_19.jpg,"[1920, 1080]",1.7777777777777777,0.0,[],[],[],[],[],[],2025-08-22 12:18:32-04:00,12
negative,0,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\train\labels\negative_1755880112000_area_0_21.txt,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\train\images\negative_1755880112000_area_0_21.jpg,"[1920, 1080]",1.7777777777777777,0.0,[],[],[],[],[],[],2025-08-22 12:28:32-04:00,12
negative,0,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\train\labels\negative_1755880713000_area_0_23.txt,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\train\images\negative_1755880713000_area_0_23.jpg,"[1920, 1080]",1.7777777777777777,0.0,[],[],[],[],[],[],2025-08-22 12:38:33-04:00,12
negative,0,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\train\labels\negative_1755881313000_area_0_25.txt,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\train\images\negative_1755881313000_area_0_25.jpg,"[1920, 1080]",1.7777777777777777,0.0,[],[],[],[],[],[],2025-08-22 12:48:33-04:00,12
negative,0,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\train\labels\negative_1755881913000_area_0_27.txt,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\train\images\negative_1755881913000_area_0_27.jpg,"[1920, 1080]",1.7777777777777777,0.0,[],[],[],[],[],[],2025-08-22 12:58:33-04:00,12
negative,0,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\train\labels\negative_1755882513000_area_0_29.txt,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\train\images\negative_1755882513000_area_0_29.jpg,"[1920, 1080]",1.7777777777777777,0.0,[],[],[],[],[],[],2025-08-22 13:08:33-04:00,13
negative,0,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\train\labels\negative_1755882813000_area_0_30.txt,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\train\images\negative_1755882813000_area_0_30.jpg,"[1920, 1080]",1.7777777777777777,0.0,[],[],[],[],[],[],2025-08-22 13:13:33-04:00,13
negative,0,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\train\labels\negative_1755883113000_area_0_31.txt,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\train\images\negative_1755883113000_area_0_31.jpg,"[1920, 1080]",1.7777777777777777,0.0,[],[],[],[],[],[],2025-08-22 13:18:33-04:00,13
negative,0,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\train\labels\negative_1755883713000_area_0_33.txt,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\train\images\negative_1755883713000_area_0_33.jpg,"[1920, 1080]",1.7777777777777777,0.0,[],[],[],[],[],[],2025-08-22 13:28:33-04:00,13
negative,0,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\train\labels\negative_1755891848000_area_0_1.txt,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\train\images\negative_1755891848000_area_0_1.jpg,"[1920, 1080]",1.7777777777777777,0.0,[],[],[],[],[],[],2025-08-22 15:44:08-04:00,15
negative,0,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\train\labels\negative_1755892148000_area_0_2.txt,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\train\images\negative_1755892148000_area_0_2.jpg,"[1920, 1080]",1.7777777777777777,0.0,[],[],[],[],[],[],2025-08-22 15:49:08-04:00,15
negative,0,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\train\labels\negative_1755892448000_area_0_3.txt,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\train\images\negative_1755892448000_area_0_3.jpg,"[1920, 1080]",1.7777777777777777,0.0,[],[],[],[],[],[],2025-08-22 15:54:08-04:00,15
negative,0,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\train\labels\negative_1755892748000_area_0_4.txt,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\train\images\negative_1755892748000_area_0_4.jpg,"[1920, 1080]",1.7777777777777777,0.0,[],[],[],[],[],[],2025-08-22 15:59:08-04:00,15
negative,0,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\train\labels\negative_1755893049000_area_0_5.txt,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\train\images\negative_1755893049000_area_0_5.jpg,"[1920, 1080]",1.7777777777777777,0.0,[],[],[],[],[],[],2025-08-22 16:04:09-04:00,16
negative,0,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\test\labels\negative_1755902335000_area_0_4.txt,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\test\images\negative_1755902335000_area_0_4.jpg,"[1920, 1080]",1.7777777777777777,0.0,[],[],[],[],[],[],2025-08-22 18:38:55-04:00,18
negative,0,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\test\labels\negative_1755902935000_area_0_6.txt,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\test\images\negative_1755902935000_area_0_6.jpg,"[1920, 1080]",1.7777777777777777,0.0,[],[],[],[],[],[],2025-08-22 18:48:55-04:00,18
negative,0,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\test\labels\negative_1755903235000_area_0_7.txt,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\test\images\negative_1755903235000_area_0_7.jpg,"[1920, 1080]",1.7777777777777777,0.0,[],[],[],[],[],[],2025-08-22 18:53:55-04:00,18
negative,0,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\test\labels\negative_1755903535000_area_0_8.txt,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\test\images\negative_1755903535000_area_0_8.jpg,"[1920, 1080]",1.7777777777777777,0.0,[],[],[],[],[],[],2025-08-22 18:58:55-04:00,18
negative,0,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\test\labels\negative_1755903835000_area_0_9.txt,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\test\images\negative_1755903835000_area_0_9.jpg,"[1920, 1080]",1.7777777777777777,0.0,[],[],[],[],[],[],2025-08-22 19:03:55-04:00,19
negative,0,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\test\labels\negative_1755904435000_area_0_11.txt,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\test\images\negative_1755904435000_area_0_11.jpg,"[1920, 1080]",1.7777777777777777,0.0,[],[],[],[],[],[],2025-08-22 19:13:55-04:00,19
negative,0,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\test\labels\negative_1755904735000_area_0_12.txt,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\test\images\negative_1755904735000_area_0_12.jpg,"[1920, 1080]",1.7777777777777777,0.0,[],[],[],[],[],[],2025-08-22 19:18:55-04:00,19
negative,0,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\test\labels\negative_1755905035000_area_0_13.txt,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\test\images\negative_1755905035000_area_0_13.jpg,"[1920, 1080]",1.7777777777777777,0.0,[],[],[],[],[],[],2025-08-22 19:23:55-04:00,19
negative,0,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\test\labels\negative_1755905335000_area_0_14.txt,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\test\images\negative_1755905335000_area_0_14.jpg,"[1920, 1080]",1.7777777777777777,0.0,[],[],[],[],[],[],2025-08-22 19:28:55-04:00,19
negative,0,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\test\labels\negative_1755905635000_area_0_15.txt,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\test\images\negative_1755905635000_area_0_15.jpg,"[1920, 1080]",1.7777777777777777,0.0,[],[],[],[],[],[],2025-08-22 19:33:55-04:00,19
negative,0,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\test\labels\negative_1755905936000_area_0_16.txt,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\test\images\negative_1755905936000_area_0_16.jpg,"[1920, 1080]",1.7777777777777777,0.0,[],[],[],[],[],[],2025-08-22 19:38:56-04:00,19
bird,1,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\train\labels\detect_1756488006277_area_61_54.txt,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\train\images\detect_1756488006277_area_61_54.jpg,"[1920, 1080]",1.7777777777777777,61.0,[109.990960128],"[(165.99936, 183.49956)]",[160.99967999999998],[177.99966],[170.99904],[188.99946],2025-08-29 13:20:06.277000-04:00,13
